8711.586	0.0001253864
8712.292	0.000125828
8712.999	0.0001262702
8713.706	0.0001267127
8714.413	0.0001271554
8715.12	0.0001275982
8715.827	0.0001280412
8716.534	0.0001284844
8717.241	0.0001289278
8717.948	0.0001293714
8718.655	0.0001298151
8719.362	0.000130259
8720.07	0.0001307037
8720.777	0.000131148
8721.484	0.0001315925
8722.192	0.0001320378
8722.899	0.0001324826
8723.607	0.0001329282
8724.315	0.0001333741
8725.022	0.0001338194
8725.73	0.0001342656
8726.438	0.000134712
8727.146	0.0001351586
8727.854	0.0001356053
8728.563	0.0001360522
8729.271	0.0001364993
8729.979	0.0001369465
8730.687	0.000137394
8731.396	0.0001378423
8732.104	0.0001382901
8732.812	0.0001387381
8733.521	0.0001391869
8734.229	0.0001396353
8734.937	0.0001400845
8735.646	0.0001405332
8736.354	0.0001409828
8737.063	0.0001414325
8737.771	0.0001418818
8738.48	0.0001423319
8739.189	0.0001427822
8739.898	0.0001432327
8740.607	0.0001436833
8741.316	0.0001441341
8742.025	0.0001445851
8742.735	0.000145037
8743.444	0.0001454883
8744.153	0.00014594
8744.863	0.0001463923
8745.572	0.0001468442
8746.282	0.000147297
8746.991	0.0001477492
8747.701	0.0001482024
8748.41	0.0001486551
8749.12	0.0001491086
8749.83	0.0001495622
8750.54	0.0001500161
8751.25	0.0001504702
8751.96	0.0001509244
8752.67	0.0001513788
8753.38	0.0001518334
8754.09	0.0001522881
8754.8	0.0001527431
8755.51	0.0001531983
8756.221	0.0001536542
8756.931	0.0001541097
8757.641	0.0001545654
8758.352	0.000155022
8759.062	0.0001554781
8759.772	0.0001559349
8760.483	0.000156392
8761.193	0.0001568486
8761.904	0.000157306
8762.615	0.0001577637
8763.326	0.0001582214
8764.037	0.0001586794
8764.748	0.0001591376
8765.459	0.0001595959
8766.17	0.0001600545
8766.881	0.0001605132
8767.593	0.0001609728
8768.304	0.0001614319
8769.015	0.0001618912
8769.727	0.0001623513
8770.438	0.000162811
8771.149	0.0001632715
8771.86	0.0001637316
8772.572	0.0001641924
8773.284	0.0001646535
8773.996	0.0001651147
8774.707	0.0001655755
8775.419	0.0001660371
8776.131	0.000166499
8776.843	0.000166961
8777.555	0.0001674232
8778.268	0.0001678862
8778.979	0.0001683487
8779.691	0.0001688115
8780.403	0.0001692744
8781.116	0.0001697382
8781.828	0.0001702015
8782.541	0.0001706657
8783.253	0.0001711293
8783.966	0.0001715938
8784.679	0.0001720585
8785.391	0.0001725228
8786.104	0.0001729878
8786.816	0.0001734531
8787.529	0.0001739186
8788.242	0.0001743843
8788.955	0.00017485
8789.668	0.0001753161
8790.381	0.0001757823
8791.094	0.0001762487
8791.808	0.0001767159
8792.521	0.0001771827
8793.233	0.0001776496
8793.947	0.0001781174
8794.66	0.0001785848
8795.374	0.0001790529
8796.088	0.0001795213
8796.801	0.0001799892
8797.515	0.000180458
8798.229	0.0001809269
8798.942	0.000181396
8799.656	0.0001818653
8800.369	0.0001823247
8801.084	0.0001827769
8801.798	0.0001832284
8802.512	0.0001836801
8803.226	0.0001841319
8803.939	0.0001845837
8804.654	0.0001850363
8805.368	0.0001854884
8806.082	0.0001859405
8806.797	0.0001863935
8807.512	0.0001868464
8808.226	0.0001872989
8808.94	0.0001877521
8809.655	0.0001882054
8810.37	0.0001886588
8811.084	0.0001891116
8811.799	0.0001895651
8812.514	0.0001900188
8813.229	0.0001904726
8813.943	0.0001909264
8814.659	0.000191381
8815.374	0.0001918351
8816.089	0.0001922892
8816.804	0.0001927436
8817.52	0.0001931985
8818.234	0.000193653
8818.95	0.0001941082
8819.666	0.0001945635
8820.381	0.0001950183
8821.097	0.0001954738
8821.813	0.0001959294
8822.527	0.0001963845
8823.243	0.0001968403
8823.959	0.0001972962
8824.675	0.0001977523
8825.391	0.0001982083
8826.106	0.0001986646
8826.823	0.0001991216
8827.539	0.000199578
8828.255	0.0002000345
8828.971	0.0002004911
8829.688	0.0002009485
8830.403	0.000201419
8831.12	0.000201901
8831.837	0.0002023832
8832.553	0.000202865
8833.27	0.0002033475
8833.986	0.0002038304
8834.703	0.0002043135
8835.419	0.000204796
8836.136	0.0002052795
8836.853	0.0002057632
8837.569	0.0002062471
8838.287	0.0002067319
8839.004	0.0002072161
8839.721	0.0002077007
8840.438	0.0002081854
8841.155	0.000208671
8841.872	0.0002091562
8842.59	0.0002108292
8843.307	0.0002165647
8844.024	0.0002223108
8844.741	0.0002280518
8845.459	0.0002338033
8846.177	0.0002395574
8846.895	0.0002453142
8847.612	0.0002510738
8848.33	0.000256836
8849.048	0.0002626009
8849.766	0.0002683686
8850.483	0.0002741389
8851.201	0.0002799119
8851.919	0.0002856876
8852.638	0.0002914738
8853.355	0.0002972549
8854.074	0.0003030467
8854.792	0.0003088331
8855.511	0.0003146302
8856.229	0.0003204221
8856.947	0.0003262246
8857.666	0.0003320298
8858.384	0.0003378298
8859.103	0.0003436404
8859.821	0.0003494537
8860.54	0.0003552699
8861.259	0.0003610885
8861.978	0.0003669099
8862.697	0.000373252
8863.416	0.0003804647
8864.135	0.0003876806
8864.854	0.0003948999
8865.573	0.0004021325
8866.292	0.0004093585
8867.012	0.0004165977
8867.73	0.0004238305
8868.45	0.0004310766
8869.17	0.0004383259
8869.889	0.0004455688
8870.608	0.000452825
8871.328	0.0004600844
8872.048	0.0004673472
8872.768	0.0004746134
8873.487	0.0004818829
8874.207	0.0004891561
8874.927	0.0004964324
8875.647	0.0005037219
8876.367	0.0005110052
8877.087	0.0005182917
8877.808	0.0005255914
8878.527	0.0005328847
8879.248	0.0005401914
8879.968	0.0005474915
8880.688	0.0005548047
8881.409	0.0005621217
8882.129	0.0005694319
8882.85	0.0005800637
8883.57	0.0005931915
8884.291	0.0006063255
8885.012	0.0006194658
8885.732	0.0006326121
8886.453	0.0006457645
8887.175	0.0006589408
8887.896	0.0006721056
8888.616	0.0006852765
8889.337	0.0006984533
8890.059	0.0007116544
8890.779	0.0007248436
8891.501	0.000738057
8892.223	0.0007512764
8892.943	0.0007644842
8893.665	0.0007777159
8894.387	0.000790954
8895.108	0.000804198
8895.829	0.0008174304
8896.551	0.0008306868
8897.273	0.0008439674
8897.995	0.000857236
8898.717	0.0008705112
8899.438	0.0008837923
8900.16	0.0008970796
8900.883	0.0009103911
8901.604	0.0009236908
8902.326	0.0009369968
8903.049	0.0009638491
8903.771	0.0009933321
8904.493	0.001022789
8905.216	0.0010523
8905.938	0.001081824
8906.66	0.001111322
8907.383	0.001140874
8908.105	0.00117044
8908.828	0.00120002
8909.551	0.001229613
8910.273	0.00125922
8910.997	0.001288881
8911.72	0.001318516
8912.442	0.001348165
8913.165	0.001377827
8913.889	0.001407543
8914.611	0.001437234
8915.335	0.001466978
8916.058	0.001496696
8916.781	0.001526468
8917.505	0.001556254
8918.229	0.001586053
8918.951	0.001615827
8919.675	0.001645654
8920.398	0.001675496
8921.122	0.001705351
8921.846	0.00173522
8922.569	0.001770395
8923.294	0.001832269
8924.018	0.001894088
8924.741	0.001955935
8925.466	0.002017897
8926.189	0.002079802
8926.913	0.002141736
8927.638	0.002203784
8928.362	0.002265861
8929.086	0.002327882
8929.811	0.002390016
8930.535	0.00245218
8931.26	0.002514372
8931.984	0.002576593
8932.709	0.002638843
